MDL16CS001	7.87936170212765957446
MDL16CS002	8.03638297872340425531
MDL16CS004	6.13425531914893617021
MDL16CS005	4.82425531914893617021
MDL16CS006	7.85531914893617021276
MDL16CS007	8.64361702127659574468
MDL16CS013	8.25829787234042553191
MDL16CS015	8.11340425531914893617
MDL16CS017	7.67617021276595744680
MDL16CS019	7.19872340425531914893
MDL16CS020	8.44382978723404255319
MDL16CS022	7.47595744680851063829
MDL16CS024	5.80595744680851063829
MDL16CS025	7.60276595744680851063
MDL16CS026	7.68851063829787234042
MDL16CS027	7.93191489361702127659
MDL16CS031	6.72021276595744680851
MDL16CS032	8.47361702127659574468
MDL16CS034	8.73085106382978723404
MDL16CS038	8.28191489361702127659
MDL16CS039	8.12361702127659574468
MDL16CS040	8.09021276595744680851
MDL16CS041	7.38914893617021276595
MDL16CS048	8.22893617021276595744
MDL16CS049	3.82191489361702127659
MDL16CS050	9.03808510638297872340
MDL16CS054	7.84468085106382978723
MDL16CS056	8.82553191489361702127
MDL16CS058	8.26468085106382978723
MDL16CS060	7.88638297872340425531
MDL16CS061	5.75127659574468085106
MDL16CS063	7.96574468085106382978
MDL16CS067	7.68446808510638297872
MDL16CS071	8.82234042553191489361
MDL16CS072	7.96255319148936170212
MDL16CS073	8.93191489361702127659
MDL16CS077	7.91191489361702127659
MDL16CS078	8.79361702127659574468
MDL16CS079	8.86638297872340425531
MDL16CS082	8.11191489361702127659
MDL16CS083	8.18446808510638297872
MDL16CS086	8.53319148936170212765
MDL16CS088	8.69787234042553191489
MDL16CS090	7.37531914893617021276
MDL16CS091	8.39191489361702127659
MDL16CS093	8.84468085106382978723
MDL16CS094	7.20851063829787234042
MDL16CS095	8.50936170212765957446
MDL16CS098	3.60404255319148936170
MDL16CS099	8.58319148936170212765
MDL16CS101	8.20531914893617021276
MDL16CS103	8.24148936170212765957
MDL16CS104	6.56042553191489361702
MDL16CS105	8.14808510638297872340
MDL16CS107	8.23914893617021276595
MDL16CS111	8.50617021276595744680
MDL16CS115	7.98425531914893617021
MDL16CS116	7.37851063829787234042
MDL16CS120	6.67234042553191489361
MDL16CS121	4.15510638297872340425
MDL16CS123	8.56936170212765957446
